,종가,gap
864,"[806.8211834828057, 820.1654485836625, 857.2892604291438, 871.4857892289757, 872.2048359987635, 871.7898907616734, 901.9309795151154, 914.4453975650171, 919.0844578564166, 964.7109359554947, 979.9083732607463, 1035.563627267753, 1007.4126260237457, 1013.7447792922457, 1042.6773791531723]",56757.49060538578
865,"[4024.0676269928613, 4020.877503494422, 4116.482158144316, 4419.97703764836, 4416.985436995824, 4415.377338608107, 4711.11208427449, 4804.9377303818865, 4793.53504363199, 4986.450789093971, 5162.717498069009, 5158.530872220794, 5299.231071546674, 5310.57058074077, 5536.5925881763305]",52651.42637755733
866,"[15567.871215095125, 16356.168025881054, 16372.971104880176, 16349.320164173841, 16761.05358550946, 17101.95594226321, 17683.757840991024, 18030.66769704223, 18080.71145580461, 18548.736672277253, 19153.745265454058, 18934.143173491273, 18802.610907852653, 19632.49410045644, 20786.80589474738]",12275.637341456373
867,"[77100.0, 77100.0, 77130.96713244915, 77171.4233726263, 77496.13808214664, 77554.04586151242, 77568.12679857016, 77597.03053742647, 77856.5890699625, 77860.12017965317, 78000.21886855364, 78439.10061046481, 78888.28075885773, 78301.77049577236, 79167.671482265]",5864.009677843251
868,"[906.1458653715749, 906.2170133444171, 906.0093375471731, 906.0365109811227, 906.211179004858, 915.6356438065569, 943.0474391028285, 942.8420931701859, 942.0720841256281, 941.8330611055096, 946.2521607307096, 946.9376854414742, 964.4128099242846, 964.2990204373995, 963.5991589603325]",3970.456243485068
869,"[4665.0, 4750.826818659902, 4821.85962446034, 5085.149605815609, 5127.460177841286, 5320.95791434745, 5436.637022467951, 5444.88309930265, 5666.379233871898, 5885.345655282339, 6200.761935122312, 6462.166098445654, 6583.174344440301, 6843.9011736239, 6898.3801963329315]",4326.309093887582
870,"[12715.877324144045, 12731.652933458487, 12974.32274053494, 13008.391068180403, 13754.384573598703, 13712.061937650044, 13855.459653387466, 13955.143812596796, 13904.916532933712, 14042.728032370409, 14544.396470660964, 14108.336188793182, 14095.566979944706, 14390.761848787468, 14235.684481064478]",45113.47075916579
871,"[27861.17501312401, 28708.159518763423, 28645.651141405106, 28979.497495740652, 29052.20860745758, 29163.023583069444, 29382.457682155073, 29493.11135072261, 30111.476440569386, 30369.13641603198, 30183.102236948907, 30324.325866810977, 30626.056933756918, 30944.250206630677, 31597.276770239696]",25177.486893091773
872,"[12024.174723178148, 12378.43370569249, 12369.945712685585, 12589.402398914099, 12688.591905807454, 12753.803842539588, 12799.41508680582, 13113.517422030369, 13162.871414745847, 13386.81029220422, 13393.75036517779, 13655.265507251024, 13604.280319735408, 13864.640491356451, 13811.360112304488]",23313.59728423643
873,"[12372.802227872113, 12370.920883628229, 12350.0, 12418.747953246346, 12423.142437810699, 12416.794801363721, 12433.209078470243, 12412.20684102426, 12403.333967054883, 12389.474884176936, 12355.929691515243, 12371.332825546462, 12359.99014512946, 12446.765864429373, 12376.758079585463]",17098.047401208903
874,"[16300.0, 16300.0, 16300.0, 16300.0, 16300.0, 16300.0, 16300.0, 16300.0, 16300.0, 16300.0, 16300.0, 16300.0, 16300.0, 16300.0, 16300.0]",2799.928779679425
875,"[11754.401280507445, 11763.477064271769, 11846.215920795998, 11908.11684464415, 11930.5848818024, 12032.377051512402, 12186.111499170462, 12440.624391560754, 12342.359334553283, 12308.888454760116, 12400.224877571065, 12358.885843083262, 12376.056420840325, 12415.790397928407, 12454.537630118431]",639.4543713015541
876,"[24450.000000000004, 24450.000000000004, 24450.000000000004, 24450.000000000004, 24506.802286456033, 24509.75406010946, 24510.82400247455, 24510.827028801046, 24532.0641981562, 24554.039114390813, 24508.953076601032, 24488.26288916171, 24523.13179748754, 24510.428049101807, 24537.80359126317]",419.9382690815921
877,"[161962.57465709932, 162934.59193810823, 163952.82259892675, 163828.17107805982, 166234.06812855974, 166465.556000619, 170220.14994248748, 170089.52714452523, 172371.07312537733, 173063.59454236925, 175684.27936229855, 176129.32433716953, 178290.50736926496, 178565.86578552614, 181149.31755637753]",10490.352123608374
878,"[9100.0, 9100.0, 9104.91131311593, 9131.016930745294, 9163.285166524973, 9194.369890155893, 9193.363154875116, 9195.59531789894, 9194.589480049908, 9194.517104945457, 9195.44839419735, 9194.054494186616, 9206.909920917824, 9213.48878547394, 9206.252823011213]",2255.079440197197
879,"[1250.0, 1250.0, 1250.0, 1250.0, 1268.743649661541, 1277.0700049325824, 1276.3940081149342, 1280.679138876498, 1289.3437847346067, 1314.1739656031132, 1304.9128959579393, 1311.7688209703192, 1311.9301870679485, 1323.5581201165915, 1322.6357541596517]",428598.4543761313
880,"[2050.0, 2050.0, 2050.7037799209356, 2053.5580951943994, 2053.6805173481503, 2100.0045824137824, 2098.9278018296077, 2137.155958071351, 2209.4997243881226, 2208.3087836330137, 2279.1170468752584, 2286.0622884531817, 2332.4138969307146, 2286.8342155839005, 2329.4519779756665]",1241.198970679253
881,"[65200.0, 65200.0, 65200.0, 65451.12762272358, 65632.55700747173, 65826.22549494107, 65859.96132771175, 65972.96558856964, 65958.44517946243, 66145.17959634463, 66253.42455685139, 66412.39608099063, 66606.21171176434, 66495.37236193815, 66515.80971812208]",866.8379713996484
882,"[5512.6158272822695, 5514.726784796764, 5535.346822137634, 5562.821283606191, 5583.4033123975, 5615.348937797049, 5651.368258687357, 5658.129601789018, 5710.121655126412, 5719.54443377008, 5778.94357415537, 5790.118139013648, 5848.428783237933, 5854.03302210321, 5919.810598495105]",52197.43883388397
883,"[4094.9999999999995, 4094.9999999999995, 4094.9999999999995, 4094.9999999999995, 4096.085466453068, 4103.342880942703, 4103.562581221883, 4123.264176975936, 4118.223335710664, 4117.220416169614, 4117.23041879634, 4121.801019764194, 4124.310906904439, 4122.84260359779, 4112.598300912106]",2224.3522768485086
884,"[7100.0, 7100.0, 7167.847269773483, 7167.82860159874, 7191.324475407601, 7248.169864714147, 7248.769837617875, 7260.501347482205, 7318.562253564596, 7322.994848713279, 7326.960376650096, 7386.436033248901, 7389.35040384531, 7388.041014689953, 7443.77052821219]",230937.819834354
885,"[18040.0, 18052.803541322548, 18054.876978139084, 18050.043258070946, 18055.93236641089, 18076.603283842403, 18194.741749505203, 18194.357992470264, 18137.46781907479, 18252.064492424328, 18233.602363030113, 18482.631718198456, 18201.620888193447, 18270.601330190893, 18683.165161212284]",16793.580179667875
886,"[1346.3436734899879, 1386.9011147618294, 1385.2288455963135, 1388.8371397946028, 1364.5895590502766, 1357.4218124002216, 1475.4911405704913, 1456.199845448602, 1539.0020270235837, 1598.596766654402, 1607.368982316926, 1666.6005946733055, 1831.941233150661, 1815.248542807996, 1691.9459548406303]",3095.0736556892275
887,"[158500.0, 163804.30788993833, 163728.78436744213, 163790.29426276684, 166657.76454508302, 167012.67294380814, 167268.7512628734, 168699.00167454034, 170741.3379393518, 171594.86064817754, 173449.91245344278, 172762.14492619035, 174009.05173392963, 177273.64487797022, 177117.3946082592]",72068.09814222946
888,"[2215.0, 2215.0, 2230.290097889801, 2289.125576509163, 2295.6332166083157, 2305.355030077199, 2322.43256241704, 2300.9393587236605, 2315.9147519767284, 2332.8474387613433, 2297.5419574629823, 2322.7389729563147, 2328.64228435792, 2333.927010131379, 2323.7002114585293]",79471.56422432719
889,"[15395.79256951809, 14978.57093428572, 16310.706471602121, 15939.117189835137, 19953.46558653129, 22879.907824452966, 27049.1035224963, 30944.20808745548, 30990.678539425135, 31626.811836520206, 35876.03028824242, 36019.94514290864, 38916.26855134964, 40513.69104644904, 38595.35712648183]",5959.518267941538
890,"[11255.394582375884, 11389.440132305026, 11384.656865596771, 11412.139322161674, 11475.765112191439, 11749.528265371919, 11742.174254003912, 11802.046860195696, 11777.228648550808, 11780.583899337798, 11834.967080652714, 11836.209932696074, 11869.198305271564, 11751.934503358789, 11880.886961743236]",453272.1174662176
891,"[2940.0, 2940.0, 2940.0, 2992.7094613313675, 2991.0423160394034, 3084.3643561601634, 3068.4074560801187, 3089.900100608667, 3060.768344581127, 3016.680478093525, 2981.2190238324306, 3019.865363419056, 2968.5217318932214, 3031.117316106955, 3115.983957224836]",150524.7174799619
892,"[790.0, 790.0, 790.0, 790.0, 796.0397021919489, 795.930323322614, 796.1485124876101, 795.9267317106327, 796.119724025329, 796.5644176751375, 796.6092732548714, 795.3579105138779, 796.2165488104025, 796.210127800703, 796.9157120138407]",5655798.672238483
893,"[47300.0, 50666.414305766426, 53131.45430564881, 55776.30233089129, 58172.214551369354, 60915.93766450882, 63259.18105443319, 66123.96828134854, 68197.92281548181, 70702.09952553114, 73229.70761577289, 75918.07761669159, 78092.32148806255, 82329.38920497894, 82791.75040960312]",31174.545074569432
894,"[74286.00737790267, 74592.85713424285, 74885.53372204304, 74997.17611233394, 74900.89225133261, 75098.77813418707, 75334.75105206172, 75987.88793198454, 77297.11600263913, 79841.11143057545, 82201.54181187353, 82977.60398010413, 87370.74922216435, 90136.25610510509, 93749.39549595118]",9339.682113995877
895,"[2700.0, 2700.0, 2708.542886249721, 2707.4772696817918, 2701.000213474346, 2703.9664960776763, 2700.0, 2708.114734518031, 2700.109751750366, 2706.8493691794574, 2701.386831684659, 2709.0766243711114, 2700.0, 2704.188221041113, 2706.9074844270945]",2138.3463276247985
