,종가,gap
2000,"[94857.51878152291, 94829.57570711772, 94939.05630196135, 95555.90366075435, 95554.96194130431, 95935.37750728428, 95757.97144478807, 95423.49580386344, 95925.59194343784, 96966.71380308767, 96855.24071445067, 96919.08410613736, 96825.9644762675, 97084.41304040451, 97050.86754303426]",3163.0372900061534
2001,"[42983.95438532034, 44482.317869464554, 44949.943091521665, 47858.10526887576, 48911.90225904186, 50603.87548814217, 51970.18196180463, 52862.095488856234, 53229.18918212254, 54120.58924565713, 56400.085757772125, 57971.81312784552, 59708.93608272075, 59940.245860765375, 62275.118462070815]",37178.191317357334
2002,"[15150.0, 15255.369037985802, 15419.547510445118, 15574.209508895872, 15694.911016523838, 15967.327790558338, 15992.735545635223, 16037.516664415596, 16032.75277364999, 15983.952287882566, 16168.688426613806, 16310.876939222217, 16765.453397668898, 17166.686206161976, 17277.601727843285]",196259.64442127748
2003,"[4499.4465056757135, 4499.524665012956, 4544.764982091884, 4652.427752432724, 4652.966426509121, 4673.48914404586, 4752.014744504045, 4775.751684956253, 4773.008591615906, 4746.64662989229, 4768.970949870844, 4786.604612564047, 4870.721770326297, 5110.837339614829, 5052.128776391348]",2117.5255211004173
2004,"[27700.0, 29772.80544886987, 30225.35420045257, 32250.705563227337, 35620.90258747339, 34206.62594685952, 35684.99289163699, 38050.182284750044, 40458.09094239647, 37955.54055911489, 40913.276321465775, 38598.210249729455, 41968.09821684534, 44533.428393788636, 48720.06065851699]",20000.35481172277
2005,"[3276.110453173518, 3702.384311966598, 3712.3566282242537, 3712.116585873067, 4165.03332375735, 4290.515524949878, 4620.543953359127, 4675.326013624668, 4839.572007007897, 4727.253983087838, 5089.180011935532, 5801.230774089694, 6206.385941021145, 6681.707765188534, 7080.268931839615]",826116.0418307243
2006,"[1615.0, 1739.7742782235148, 1989.6370881795885, 2085.8162198215723, 2080.1955082714558, 2180.785147875548, 2604.5762608647346, 2780.1485712081194, 2727.4671623259783, 3235.5751836299896, 3397.0723969116807, 3346.4649812728167, 3706.25818040967, 3842.857018381357, 3853.2787423469126]",77708.91249661118
2007,"[7470.0, 7475.018102437258, 7473.832393288612, 7567.134568557143, 7557.97949308157, 7565.992327302694, 7571.093717724085, 7570.229379117489, 7569.05907484889, 7571.976377427578, 7565.272921025753, 7569.073566764593, 7581.745072096585, 7578.771120131016, 7591.4160106778145]",11869.122235423314
2008,"[2934.2926182647548, 2987.475266098976, 3051.5265975594525, 3088.8489966144166, 3106.7251579525573, 3096.4267997454926, 3092.6253109400473, 3071.626935459674, 3081.8031611666083, 3095.622065064808, 3093.9257556647067, 3093.2485982999206, 3095.764636533956, 3090.1924873193107, 3092.555244286855]",17770.598708838534
2009,"[4985.0, 5096.525260398786, 5132.232824643453, 5160.552070448795, 5267.19942234084, 5355.1470326930275, 5491.121227622031, 5595.449326665451, 5723.07591018329, 5872.650489589821, 5976.4425162610905, 6140.124764925489, 6312.936984710395, 6449.272984308501, 6566.303755134344]",1367.0942103442962
2010,"[6278.923952321212, 6416.434376676878, 6416.806285013756, 6420.272274096807, 6453.521961798271, 6560.22739395996, 6608.665717845162, 6626.796751980981, 6775.4741372863455, 6866.95918140281, 6752.569427157442, 6734.523804585139, 6755.260071391861, 6764.451543932159, 7002.78130224968]",1154.5770639675093
2011,"[2391.265662084023, 2391.442884405454, 2390.8785537183285, 2390.5552250146866, 2391.6623249948025, 2418.043722574909, 2419.247022246321, 2418.399269327521, 2419.2394940902786, 2450.0524083920754, 2471.464860634257, 2538.550032764673, 2539.427604118983, 2741.5348468969264, 2605.2720858032503]",187734.40893698728
2012,"[40150.0, 40819.019130170345, 40875.6974250637, 41688.63534674048, 42283.937852978706, 43582.07810562104, 44649.543735999614, 45964.84419507906, 47783.08967925608, 49142.72115698084, 51147.17959690838, 52629.202820342034, 54366.204915549606, 55807.36584789119, 56593.46584897488]",22333.57406439104
2013,"[9628.911181807518, 9727.70901298523, 9723.181032180786, 9723.293392062187, 9773.620949918404, 9841.821301531047, 9847.928078757599, 9868.535750944167, 9845.256708448753, 9848.222852941602, 9929.5778510496, 9903.973328627646, 9895.230315968394, 9988.912942962721, 9950.279457699507]",44521.45451262048
2014,"[6263.713282744089, 6401.562780936559, 6423.810547143221, 6509.171663622061, 6643.291397672147, 6702.500315308571, 6663.15068827942, 6746.451491067807, 6832.244451294343, 6804.390360290806, 6888.97522094349, 6849.864387164513, 7103.944525308908, 7000.503425824767, 7176.728062592448]",1695.6019598669827
2015,"[497.3175545190772, 530.4462582617998, 557.5720962891976, 564.3571297943593, 554.6483135571083, 543.7541223885181, 541.5253318858644, 571.4561265056332, 627.8372188473742, 589.9370868951082, 619.631508482527, 626.3695622405814, 618.6328496016562, 580.3456957710287, 626.872187680006]",9152.545950490796
2016,"[3880.0, 3959.424118995667, 3957.5556192174554, 3959.2131632566457, 3960.9191355854273, 3954.0024155750866, 3975.29863037169, 3968.7741742283106, 3957.1899921447043, 3972.317340280861, 3983.655939598102, 3981.0718308016662, 3977.0196262747045, 3987.93265722692, 3997.987408265472]",30312.18451752489
2017,"[2346.7550752162933, 2363.340233725806, 2362.590581377347, 2363.0938691894216, 2362.8313823168473, 2363.461416122814, 2376.1329688380165, 2453.335039344927, 2486.3599844152727, 2467.941794897119, 2476.161917373538, 2463.787644572556, 2468.0753079180918, 2538.0362566933036, 2537.7850421518087]",22462.45825402284
2018,"[11000.0, 11000.0, 11397.101885974407, 11948.813416957855, 12291.544289290905, 12598.016564548016, 12591.586280365786, 12602.935506304106, 12617.898520032564, 12615.805815855661, 12915.94543894132, 13491.127259532612, 14054.94535247485, 13860.437896450361, 13867.083532412847]",17631.542010699537
2019,"[3325.0, 3325.0, 3325.0, 3325.0, 3325.0, 3325.0, 3325.0, 3325.0, 3352.028228722513, 3346.737427500387, 3349.126232524713, 3380.8346416950226, 3375.269539018472, 3380.1569339161124, 3377.005730370681]",4175.884219028613
2020,"[6210.586541791757, 6208.206317226091, 6207.433281044166, 6209.076861059293, 6219.804759720961, 6331.402335862318, 6378.912753934662, 6380.972554360827, 6424.447292188803, 6388.823853681485, 6387.319886609912, 6415.984684228897, 6410.829715033372, 6392.123662214726, 6413.817305937409]",2464.535382076095
2021,"[3166.670864167623, 3165.0, 3167.2852255376056, 3170.1847164425994, 3167.892037915997, 3165.0, 3165.0, 3165.0, 3173.970200642943, 3165.0, 3167.5545732313767, 3165.0, 3165.0, 3165.0, 3165.0]",137799.0871244526
2022,"[2727.0420346967876, 2729.174933662017, 2770.7390284819994, 2825.4515237559876, 2881.7698584273458, 2868.7532219588757, 2880.229393687099, 2915.37938027891, 2963.05892470479, 3020.219659725592, 3057.159837249666, 3049.9712668694556, 3061.678728604068, 3104.1471716522547, 3191.6045405032733]",7663.165578387996
2023,"[14389.999999999998, 14565.051170587538, 14894.477629065512, 14955.275219947098, 14961.655884722868, 15049.218338886896, 15184.655159277221, 15365.129489074152, 15461.624604843555, 15528.61144141356, 15786.36809001366, 15867.780026316641, 15598.320454535384, 15840.835964026548, 16216.575015112756]",3275.4774287969035
2024,"[2760.0, 2829.819134116173, 2830.574446320534, 2866.1292357444763, 2866.427279591561, 2888.97421503067, 2892.1997759342194, 2877.7098712921143, 2865.536462321878, 2831.977540890221, 2847.9437974244356, 2827.687530398369, 2828.3277549147606, 2828.66945483163, 2919.939160823822]",1515.2144060873775
2025,"[3425.0, 3425.0, 3425.0, 3425.0, 3425.0, 3425.0, 3425.0, 3425.0, 3425.0, 3455.71478715539, 3452.35277941823, 3451.0877346098423, 3432.648181330412, 3425.0, 3429.056119791232]",4783.673312660542
2026,"[4442.209733277559, 4440.685300727686, 4440.422025819619, 4567.0880501965685, 4570.810769585271, 4573.719333297729, 4574.887250617612, 4660.941376930568, 4682.521639992386, 4683.058951136966, 4679.8020251529915, 4683.36549342804, 4711.691501671448, 4770.965881011604, 4828.48623626555]",1069679.144736115
2027,"[9711.576292842627, 9797.902954697609, 9822.638795092702, 9837.323107257485, 9866.640427762643, 9925.119276810437, 9963.045843190514, 10014.820847204886, 10030.877655189484, 10130.15262593329, 10123.971640097909, 10200.525701899081, 10154.016797736287, 10199.859581306577, 10238.245473222574]",8579.328908380863
2028,"[36700.0, 38262.631931304924, 38303.624382019036, 38359.78275299072, 38359.54683303833, 38851.91086769104, 39689.37406063079, 39683.2280921936, 39722.90060520172, 40555.56752920151, 39765.71373462676, 41091.4973449707, 41875.75207233429, 40951.12587928771, 40947.41612240672]",1106.3530031582493
2029,"[2360.0, 2385.9976295928163, 2448.1245708962283, 2514.37443386515, 2560.2699446827173, 2613.4086252351603, 2677.6990098953247, 2744.7864415943623, 2825.080359742046, 2911.869726210833, 2979.0099969704943, 2989.290816937884, 2990.195952082674, 3004.5834074964127, 3044.6089271257324]",280946.4737681264
2030,"[4445.0, 4468.076482001692, 4514.160332822551, 4610.429827702541, 4740.257285324856, 4822.491088931759, 4888.510658560321, 4912.620856209347, 4897.768349355707, 4915.912344891578, 4965.591453204552, 5286.1157698743045, 5150.6609595529735, 5715.555819631864, 5539.303110200912]",2247.6002929604774
2031,"[1321.204947354893, 1320.9068740581472, 1373.7306489547095, 1420.44037275513, 1469.319671581189, 1525.2210779190063, 1587.5981626932821, 1652.04251387467, 1713.0153317476313, 1775.1126243074737, 1838.4926561191678, 1901.5892972747486, 1965.373903239767, 2028.0379566053552, 2091.8532402664423]",1560217.8039432717
2032,"[14250.0, 14267.613518709937, 14258.447212409228, 14322.89893289407, 14574.586165944733, 14572.145415892202, 14523.752640585104, 14657.05276504159, 14571.173407994209, 14738.65551047027, 14805.503684779009, 14745.997260337073, 14692.215516666569, 14785.6384409902, 14909.216693279643]",9954.674701302743
2033,"[4610.0, 4635.2363513708115, 4651.742618838945, 4694.584950745106, 4698.328430965543, 4723.164568503697, 4724.331111048658, 4771.810000613332, 4771.6623021314535, 4844.829397489627, 4823.570413599411, 4920.246292536457, 4908.750356438259, 4964.961513544122, 4964.428109603623]",12420.302101545956
2034,"[2863.7557497372227, 2899.55745109419, 2959.586815888683, 3061.1891902784505, 3028.6426894664764, 3078.0982332925, 3157.2409110541143, 3136.8810970559716, 3225.276726750036, 3197.7563645852106, 3241.861631408334, 3277.7752495848886, 3306.170836634934, 3427.1905738810697, 3383.419650631646]",1296.6378875457367
2035,"[1440.0, 1440.0, 1440.0, 1448.9923075114687, 1449.5877449636657, 1466.0877491384745, 1459.716708563268, 1501.9674610445895, 1492.1527172724404, 1547.846174340695, 1541.8048918694255, 1673.7094106152654, 1676.4195682754118, 1806.3419653822978, 1813.8774579092858]",505666.6169337713
2036,"[3370.0, 3370.0, 3370.0, 3531.528741101424, 3849.147049287955, 4113.1780646046, 4264.698039333025, 4477.137107650438, 4726.300209790468, 4783.833793212971, 4976.755235046148, 5005.74311911563, 5038.616552154223, 5101.373369760811, 5446.975586290161]",5047.828661230401
2037,"[3080.0, 3129.991327603658, 3129.599270184835, 3129.8177525202436, 3130.188873449961, 3151.1746987501783, 3147.8191502094273, 3189.593176364899, 3187.644706487656, 3187.401443640391, 3191.9160884221396, 3189.480736414592, 3183.890054066976, 3191.8678160508475, 3192.926152467728]",7569.417657586553
2038,"[3746.4488747914634, 3747.2984707069895, 3760.8861962991455, 3813.7768776242933, 3811.7103037573393, 3814.348972147952, 3814.99129347769, 3831.147589907981, 3810.8628475669148, 3805.985258554419, 3785.162230465445, 3787.630384533666, 3810.5465513889985, 3819.802491468688, 3901.9901908398606]",2153.776314664455
2039,"[226000.0, 226000.0, 226000.0, 228153.3841431141, 229165.47854021192, 230713.74377161267, 233300.4565536976, 233524.81241449714, 235494.21602115035, 242019.2411668599, 242272.8015869856, 239475.78506469727, 234788.92850205302, 237265.54435994476, 234169.17841434482]",4114.3614191915985
2040,"[2390.0, 2400.2872395664454, 2411.9871099640927, 2412.7970136404033, 2441.5397667090097, 2441.3691150446734, 2475.549593577782, 2475.76092933615, 2516.0055105413, 2515.621128372848, 2568.59448436896, 2568.7981103087463, 2594.9229704141617, 2605.641741613547, 2611.871825531125]",8324.6675811206
