,종가,gap
0,"[211000.0, 211872.1252437681, 211728.79915125668, 211826.44610044855, 212063.8582582275, 212080.30113702017, 212483.17525784174, 212362.221625944, 212237.67940327525, 212230.85591942072, 212268.2098150253, 212101.38515010476, 212458.8200425108, 212328.25187096992, 212046.04048654434]",23224.83752462487
1,"[20450.0, 20528.97521302104, 20677.0370952785, 20932.710411548615, 21008.569388985634, 21062.240521013737, 21201.631310358644, 21296.09547264874, 21407.175383344293, 21561.120307520032, 21722.895456328988, 21919.41159375012, 22096.68327242136, 22349.37049612403, 22522.679097652435]",1399.6452048891072
2,"[66716.36993139982, 66731.76950563987, 66727.43834058444, 66808.48629201452, 66738.70289134794, 66869.85854742427, 67087.92848099644, 67028.36101567374, 67281.99945501985, 66971.84284925461, 67320.13506690662, 67120.14539401668, 67482.69838336855, 67289.07784446298, 67951.05644656967]",1000.3104312597494
3,"[5150.0, 5155.161230107769, 5155.698828725144, 5174.400124000385, 5174.7733696457, 5176.946369213983, 5209.557792078704, 5289.920502603054, 5287.967828288674, 5273.109026920283, 5266.525856927037, 5286.561941951513, 5287.859562783269, 5370.156537075527, 5381.637920218054]",361.1804384502712
4,"[9050.0, 9079.251254101593, 9109.714156364402, 9106.598289981484, 9098.165232650936, 9113.36328458041, 9105.967490573725, 9125.924595942099, 9127.04076067855, 9189.266483349104, 9197.676198308665, 9197.205356856188, 9238.990114231905, 9231.378307628134, 9231.346901456514]",30786.55352473325
5,"[8570.0, 8627.105067024628, 8631.286723246178, 8788.60299239556, 8959.421412785849, 8935.555332173904, 9259.562458882729, 9255.596738912165, 9479.847505281368, 9546.41423436006, 9546.710201452177, 9773.269164899984, 9817.809854944546, 10015.09997365872, 10115.076071391502]",796303.5916365134
6,"[4914.648931729297, 4916.538525298238, 4919.278207448311, 4916.189054039928, 4928.601839054376, 4932.311064982477, 5045.573491453814, 4997.3989851928, 5032.069919738608, 4992.139562927808, 5030.1229559772955, 5031.470759041607, 5163.679886041519, 5155.70197088706, 5241.114251903258]",545.2108017418633
7,"[3335.0, 3357.6732062002025, 3371.4571907296777, 3371.2957044169307, 3443.389161847532, 3451.9434123449028, 3452.5269766512015, 3498.2456593153374, 3507.0839882263294, 3515.7727322379747, 3528.619612326225, 3595.121553812176, 3587.8572250803313, 3626.3006880146763, 3644.820656374097]",33864.75923910602
8,"[5891.471150567135, 5889.110649625461, 5963.4823468824225, 6024.9420246481895, 6015.327711850405, 6124.756911223133, 6091.901781186461, 6271.2259229769315, 6219.464502756794, 6208.812094603975, 6515.781270985802, 6470.648641884327, 6749.177704999844, 6745.555510930717, 6723.833195517461]",83879.86589474844
9,"[3250.0, 3345.414839655161, 3345.4670863449574, 3345.4006345570087, 3345.198478102684, 3345.2009887993336, 3344.6371286809444, 3346.2861118912697, 3345.5751067996025, 3346.1876441836357, 3346.846100091934, 3356.014554731548, 3454.2560561597347, 3470.9679215699434, 3504.050309568643]",525.3858910112207
