,종가,gap
1264,"[2430.0, 2430.0, 2430.0, 2430.0, 2430.0, 2430.0, 2430.0, 2430.0, 2430.0, 2430.0, 2430.0, 2430.0, 2430.0, 2430.0, 2430.0]",353202.92124232015
1265,"[4094.343428552151, 4120.745334948103, 4118.3313913370175, 4116.950442920129, 4142.7092454011245, 4185.773850356539, 4187.640791879347, 4199.5060855240645, 4306.188212795803, 4492.50099575147, 4675.307733262579, 4813.090685675542, 4944.378056670229, 4999.602948768065, 5081.054963236054]",4582.142842634133
1266,"[2722.1741611560187, 2716.0378840019307, 2720.490271692475, 2772.4254702553158, 2762.065325052788, 2770.611960594853, 2748.214133066436, 2751.9124546528333, 2740.119575491796, 2758.3955108970404, 2817.942701311782, 2745.6348580705626, 2755.148985161136, 2848.079734418541, 2833.476680375636]",140811.7378736071
1267,"[50800.0, 51040.70308998227, 51136.58041343093, 51602.70256906748, 51494.185497164726, 51602.40557089448, 51544.68823552132, 51578.87081397697, 51660.152463167906, 51759.07742511482, 51790.2145062387, 51805.83444515243, 51877.629103492945, 51874.46553390474, 51720.71615185589]",5803.849960379743
1268,"[2915.0, 2915.0, 2915.19672720662, 2915.0, 2939.029634386301, 2937.686502834161, 2934.569086586436, 3017.1184751167893, 3064.5080404082933, 3104.6972196822367, 3101.329474945863, 3130.2356916442513, 3130.032912661632, 3115.019551165402, 3118.8885536193848]",966.1453867904625
1269,"[47558.28200260798, 48404.3216530482, 48421.59960548083, 48442.51273075739, 50116.299386421844, 51274.31075692177, 51301.83272798856, 51327.35290567081, 51327.827866872154, 51954.58078702291, 52563.39846491814, 52397.774707476296, 52360.72637359301, 52748.49618216356, 53856.29117369652]",24215.505642934608
1270,"[2593.0936068296432, 2601.861674785614, 2601.7094326019287, 2763.6771380901337, 2761.704244613648, 2783.669449128211, 2813.532543927431, 2773.8548329472546, 2893.920459002257, 3011.430427581072, 3004.6751871705055, 2958.953377902508, 3006.158761680126, 3095.7955910265446, 3128.058232367039]",478811.1787344132
1271,"[4220.0, 4329.315384685993, 4321.809649129708, 4365.710299993555, 4369.001651059836, 4481.275649644434, 4513.1181582634645, 4638.285383554797, 4632.494499400258, 4689.483466419081, 4692.486158564687, 4736.1004149963455, 4769.860437860091, 4861.287221776942, 4853.420343466103]",330038.7951410169
1272,"[4785.0, 4792.159418752417, 4896.440187692642, 4958.931694403291, 5008.460958898067, 4939.024543240666, 5143.759083226323, 5064.840410727775, 4979.130045967177, 5071.925423512002, 5096.764006270096, 5295.705688223243, 5248.618057826533, 5247.470535002649, 5306.524290693924]",3126.118447734879
1273,"[26356.448451181255, 26361.645115117233, 26401.581929388147, 27073.371136362355, 27075.979647835098, 27700.80149225891, 27903.726917020977, 28022.293137485784, 28004.34645385171, 28193.767285731934, 28636.975146184366, 28930.35898447037, 29120.56827037285, 29806.665285068255, 29700.861498266462]",978.3314070913824
