,종가,gap
1064,"[2105.4715494016805, 2120.8559808681407, 2123.560815686981, 2137.869485984246, 2190.909061079224, 2208.0130666171513, 2210.5223790953555, 2190.552814806501, 2194.4324943721294, 2251.8167384266853, 2302.0405438492694, 2290.093176982676, 2331.567250213586, 2387.972452921172, 2304.528258914128]",1240414.242662993
1065,"[5321.761898895104, 5583.658987402916, 5575.798253973325, 6051.771593391895, 7053.479356567065, 6933.629055102667, 6900.774532804887, 7440.353540678819, 7880.105701570708, 7969.246654585004, 8163.306764428814, 9000.943070540827, 9230.260687440634, 9224.795095190406, 9112.71158645302]",7049.597965646643
1066,"[8346.125665783882, 8349.496574437248, 8494.965613765642, 8501.59995406121, 8627.294960033149, 8730.748241830617, 8805.339259035885, 8897.754077799618, 8941.367418058217, 9001.500306144357, 9019.014354974031, 9188.494269154968, 9224.040721699595, 9310.382578529418, 9640.490757927299]",342092.9807382693
1067,"[839.9999999999999, 912.6374602317809, 906.8998889923095, 920.7111698587735, 911.6444574197133, 892.7746808528899, 914.8022994995117, 918.2808353900908, 919.3625268141428, 923.9618640442689, 924.8044938246409, 945.789485067129, 953.6908024946847, 932.2343726555506, 946.097449739774]",1138719.5127313389
1068,"[1981.0, 2007.8881052583456, 2007.532059504837, 2007.4405481792987, 2008.0353969261052, 2050.1883974805473, 2058.4958485886455, 2064.887941944413, 2062.7731310185045, 2110.995748280734, 2087.597965340456, 2200.488841217756, 2063.4794738531114, 2195.8510077087208, 2338.768582567666]",16069.321912165899
1069,"[10700.0, 11028.381184041502, 11486.391265392303, 11440.593856573107, 11619.91124995053, 11512.454794943333, 12497.900761216879, 12024.055719077587, 12478.159534782171, 12576.164166722447, 13557.90987148881, 12848.814544603229, 13973.28948196955, 13815.604231506586, 13941.725844815373]",11026.794336363602
1070,"[5777.4685836037, 5795.75005512933, 5847.506496541202, 6089.296136972805, 6131.174194748202, 6450.086757371823, 6494.59762682269, 6355.065963963667, 6566.485782119135, 6434.324505086988, 6072.22405792276, 6525.055585453907, 6286.252816167969, 6551.452735342084, 6449.774970253308]",13253.174956342544
1071,"[1985.0, 1985.0, 1985.0, 2012.1216726750135, 2011.9174485007923, 2011.2044456154108, 2009.1480070104203, 2011.3803290338255, 2018.7161975987256, 2035.0521734551294, 2040.8575100153685, 2032.7054066732528, 2042.8234326218567, 2049.708380562564, 2045.6707029261938]",15110.505040390242
1072,"[4615.0, 4615.0, 4615.0, 4752.896501769623, 4752.7285569906235, 4842.961337814729, 4898.507922276234, 4945.628445061545, 5018.790620466074, 5061.01318218823, 5014.98872174571, 5186.015325685343, 5164.434013043841, 5334.836687048277, 5175.265495131413]",179239.7491199694
1073,"[1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0]",360852.2213850988
1074,"[1880.0, 1880.0, 1885.4068834222853, 1884.8035598862916, 1886.492031235248, 1885.7365217432382, 1885.5926026403904, 1886.3228357806802, 1887.119514897466, 1893.347924200818, 1896.791164610535, 1898.9100056625905, 1897.8024526275694, 1911.129227981437, 1912.318271691911]",24890.109422027865
1075,"[1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001]",13658.169995966919
1076,"[2625.0, 2625.0, 2625.0, 2625.0, 2631.995317727948, 2640.4220905962093, 2640.4660291201435, 2643.4249717986677, 2644.4076779826237, 2646.515905144625, 2652.2028110983474, 2657.1062024946636, 2659.237457107908, 2658.920832973672, 2665.4320474155247]",27458.037043285232
1077,"[6050.0, 6202.021167874336, 6315.43044866994, 6422.801849450915, 6476.061511496082, 6594.996802429669, 6728.855685144663, 6829.325263053179, 6855.00408321619, 7078.811621665955, 7191.952287778258, 7360.1549430936575, 7534.588943347334, 7731.184035539627, 7883.4202870726585]",4291.01297279188
1078,"[11600.0, 11600.687678603572, 11759.154029935598, 11733.389450386167, 12141.211202517152, 12128.210554942489, 12259.336132407187, 12162.986451238394, 12370.892321523277, 12316.688070204107, 12436.910253167152, 12419.032392399386, 12435.529049411416, 12406.860211603342, 12378.734915386885]",233540.18867909838
1079,"[7216.699676235517, 7221.9711201787, 7220.846475889286, 7252.191061228515, 7387.900401011109, 7591.526012063027, 7687.963157544534, 7676.563858913879, 7674.787818246832, 7877.626552733283, 8022.703905082619, 8016.753643602134, 7734.088358990849, 7808.421252285441, 8252.99546312665]",2314.609272070755
1080,"[434.9836238215367, 455.1663969983657, 456.10051639011755, 458.20434819938, 505.66582981497055, 502.83885723153753, 538.2349215527375, 543.4287386223674, 577.9744162360827, 577.363568619887, 600.3539650702228, 604.6402662858367, 608.7472799125438, 654.7561608731746, 679.8058622379166]",2071010.5445167376
1081,"[30550.75318018595, 30606.63897891839, 30601.40693883101, 30604.89314943552, 30592.366775870323, 30605.03808079908, 30606.758614256974, 30721.988276951015, 30721.534267564613, 30735.01960344923, 30700.95556856443, 30767.840838494398, 30748.14022965729, 30777.145131366946, 30772.687814151865]",26030.829570792743
1082,"[3960.0, 3960.0, 3960.0, 3960.0, 3960.0, 3960.0, 3960.0, 3960.0, 3960.0, 3970.3491759300236, 3982.2821683883667, 3988.9773755073547, 3988.6320948451757, 3996.0486791431904, 3999.952713534236]",4239.840710936721
1083,"[1910.0, 1910.0, 1910.0, 1954.481698513031, 1972.5688220262527, 1985.5522661209106, 1993.0704582929611, 1987.4736890792847, 1990.580602824688, 1973.38688826561, 1959.103904247284, 2015.938839316368, 2014.8151021003723, 2016.9994201660156, 2093.4758392572403]",19625.454171705354
1084,"[6460.0, 6467.365826980521, 6467.569650070742, 6485.436297898491, 6554.457776617259, 6621.204512597372, 6685.135919697583, 6773.5166233678665, 6832.390393937628, 6899.7145492273075, 6969.5260258205235, 7031.584433411558, 7110.748981098333, 7202.482372052968, 7281.985342870155]",3515.9555910553154
1085,"[5400.0, 5400.0, 5400.0, 5400.0, 5400.0, 5444.614102765918, 5516.164959594607, 5594.101624935865, 5594.575971588492, 5603.458981886506, 5588.591536283493, 5705.0914964824915, 5779.084048494697, 5797.404482029378, 5847.906241603196]",380.6588294098803
1086,"[31500.0, 31500.0, 31500.0, 31500.0, 38191.45084222158, 44222.63252337773, 46796.94942633311, 40982.57902264595, 39769.263607263565, 40688.220063845314, 40898.29552968343, 42266.34470423063, 44157.870452106, 44403.532245258495, 39245.901173353195]",17539.51258982702
1087,"[20200.0, 20200.0, 20200.0, 20375.908850729465, 20459.765693346657, 20881.178358594578, 20703.79849726955, 20809.894734683137, 20769.846428260207, 21000.117275087785, 20963.598691907246, 21347.26932676509, 21095.51689111317, 21188.16423499336, 21309.939142763615]",79590.56117294964
1088,"[12829.999999999998, 13105.722535560526, 13327.245184004305, 13552.971052591998, 14058.925045048196, 14116.811975797016, 14170.496462284587, 14564.576826208578, 15112.342214201886, 14507.373610337572, 15440.517696691055, 15699.37668630729, 15482.90322079261, 15107.74213891849, 16271.069237561274]",284848.04019258905
1089,"[1827.4752257925768, 1874.6244521935782, 1879.1440585354965, 1882.2319765190284, 1880.8091108762117, 1874.5701076785724, 1956.6895258227985, 1938.927933956186, 1915.0654132763545, 1980.5756120781102, 1990.019767006238, 2049.21686972181, 1978.619683245818, 1994.58344908307, 2057.268380969763]",256374.25244095374
1090,"[4349.1045738856, 4471.359749158223, 4567.506987253824, 4700.5762850443525, 4813.03932873408, 4893.595217863718, 4936.686446030934, 4937.740969498952, 4941.827438036601, 4937.623393217723, 4942.238445729017, 5042.93742831548, 5172.289309342702, 5252.236380577087, 5275.747479662299]",5121.682771603588
1091,"[308.0, 322.2763234063983, 457.1788769990206, 579.2796401828527, 678.6259589836002, 753.7695501153667, 829.3144756962856, 762.3308153867722, 717.7128830596805, 746.0633197953302, 739.5522697672249, 951.1343111917375, 956.7168246507644, 887.1019829610983, 973.1273332789541]",92625.6375555797
1092,"[2870.784276127815, 2893.8879412114616, 2898.410385303199, 2895.561170913279, 2893.3991188555956, 2895.260375663638, 2969.7762748748064, 2976.1303433328867, 3079.546191096306, 3123.0457428097725, 3154.1223227232695, 3149.696905791759, 3145.00007519871, 3141.893293753266, 3189.3477123081684]",16832.830822965505
1093,"[4331.482247650623, 4306.299165954192, 4336.070218910773, 4335.970206300418, 4332.566297937496, 4381.899710727234, 4320.248592630339, 4341.405040131339, 4334.4922564321505, 4343.097327485991, 4320.188560610171, 4307.394170150161, 4371.2073988206685, 4303.880535026391, 4384.084030528243]",53228.023701031016
1094,"[13130.292946547272, 13912.034575541815, 14336.21316805482, 14382.347453484934, 14424.662327567736, 15002.82090342914, 15479.294595569374, 15552.462240805227, 15657.891438255709, 15509.738634141782, 16131.580348424613, 16254.997300207615, 15954.541880985102, 16905.9964997073, 17016.182203243177]",24763.588898985745
1095,"[17800.0, 17800.0, 17800.0, 17819.406566396356, 18321.586234606802, 18376.291047781706, 18510.052071362734, 18731.773834228516, 18780.160135552287, 18690.401935023256, 18688.96240748465, 18639.907227456573, 18659.684974439442, 18637.740313410763, 18621.114180199802]",432299.6833730656
1096,"[3999.1855401545763, 4089.9011501173177, 4193.295098965367, 4213.629559064905, 4765.223238086949, 4595.892738899837, 5193.7388156230245, 4852.246831017546, 5609.146329149603, 5392.421798379471, 5793.720776942869, 6031.052231987317, 6069.378864606221, 6497.617593208949, 6115.055480982487]",224803.99329088777
1097,"[1007.6865474035343, 1040.3511036088069, 1046.9364445563097, 1214.790907406807, 1245.450805891274, 1245.7000880515823, 1345.3437132697552, 1376.9139104070762, 1370.3650065759819, 1503.5805902992688, 1577.2287874732167, 1550.0083652943686, 1649.9546246123189, 1712.258862619847, 1765.6411326633145]",40728.80130995378
1098,"[18662.097654441994, 19455.44866303603, 19461.9992509981, 19457.26142540574, 19379.224695712328, 19373.186566283304, 19390.836211194597, 19328.465206126373, 19417.84114778042, 19359.795113752283, 19424.82745145758, 19375.635643551745, 19354.545920044184, 19256.61025894185, 19394.631615430117]",33248.67631540139
